"customer_key","customer_number","customer_name","age","age_group","customer_segment","last_order_date","recency","total_orders","total_sales","total_quantity","total_products","lifespan","avg_order_value","avg_monthly_spend"
13465,"AW00024464","Joanna Torres","53","50 and above","New","2013-06-14","142","1","75","15","1","0","75","75"
13466,"AW00024465","Tara Andersen","59","50 and above","New","2013-06-04","142","2","50340","45","3","6","25170","8390.0000000000000000"
13467,"AW00024466","Alexa Travers","59","50 and above","New","2013-06-04","142","2","50055","45","3","6","25027","8342.5000000000000000"
13468,"AW00024467","Susan He","59","50 and above","New","2013-06-02","142","2","50055","45","3","5","25027","10011.0000000000000000"
13469,"AW00024468","Whitney Patel","54","50 and above","New","2013-11-21","137","2","62160","30","2","11","31080","5650.9090909090909091"
13470,"AW00024469","Roger Andersen","54","50 and above","New","2013-02-16","146","1","960","45","3","0","960","960"
13471,"AW00024470","Clarence Lal","54","50 and above","New","2013-05-01","143","1","600","30","2","0","600","600"
13472,"AW00024471","Ricardo Chande","55","50 and above","New","2013-04-01","144","1","75","15","1","0","75","75"
13473,"AW00024472","Jake He","55","50 and above","New","2013-12-16","136","1","195","30","2","0","195","195"
13474,"AW00024473","Marco Rana","50","50 and above","New","2013-08-29","140","1","210","30","2","0","210","210"
13475,"AW00024474","Rosa Guo","51","50 and above","New","2013-11-30","137","2","58245","30","2","11","29122","5295.0000000000000000"
13476,"AW00024475","Gilbert Zhou","56","50 and above","VIP","2013-12-22","136","2","59190","60","4","12","29595","4932.5000000000000000"
13477,"AW00024476","Jared Brooks","47","40-49","New","2013-05-30","143","2","53445","30","2","6","26722","8907.5000000000000000"
13478,"AW00024477","Warren Zeng","58","50 and above","New","2013-07-05","141","2","49530","30","2","6","24765","8255.0000000000000000"
13479,"AW00024478","Lindsay Sharma","53","50 and above","New","2013-07-26","141","2","50055","45","3","7","25027","7150.7142857142857143"
13480,"AW00024479","Desir├®e Moreno","53","50 and above","New","2014-01-17","135","1","105","30","2","0","105","105"
13481,"AW00024480","Kelli Liu","61","50 and above","VIP","2013-12-19","136","2","62625","75","5","12","31312","5218.7500000000000000"
13482,"AW00024481","Dennis Sun","55","50 and above","VIP","2013-12-16","136","2","62685","45","3","12","31342","5223.7500000000000000"
13483,"AW00024482","Roy Ramos","55","50 and above","New","2013-12-15","136","2","58245","30","2","11","29122","5295.0000000000000000"
13484,"AW00024483","Arthur Kapoor","83","50 and above","New","2013-09-16","139","1","360","45","3","0","360","360"
13485,"AW00024484","Chad Anand","59","50 and above","New","2013-07-02","141","2","53445","30","2","7","26722","7635.0000000000000000"
13486,"AW00024485","Franklin Ma","66","50 and above","New","2013-07-14","141","2","50340","45","3","6","25170","8390.0000000000000000"
13487,"AW00024486","Rafael Zeng","44","40-49","New","2013-02-01","146","1","555","30","2","0","555","555"
13488,"AW00024487","Samantha Harris","44","40-49","New","2013-08-23","140","1","75","15","1","0","75","75"
13489,"AW00024488","Gavin Gonzales","44","40-49","New","2013-12-22","136","1","210","30","2","0","210","210"
13490,"AW00024489","Shelby Murphy","43","40-49","New","2013-04-13","144","1","75","15","1","0","75","75"
13491,"AW00024490","Dwayne Suarez","39","30-39","New","2013-09-18","139","1","555","30","2","0","555","555"
13492,"AW00024491","Kaitlyn Russell","39","30-39","New","2011-12-17","160","1","53670","15","1","0","53670","53670"
13493,"AW00024492","Devin Lopez","40","40-49","New","2013-03-03","145","1","11865","60","4","0","11865","11865"
13494,"AW00024493","Seth Bennett","40","40-49","New","2011-12-02","160","1","53670","15","1","0","53670","53670"
13495,"AW00024494","Rafael Zhou","82","50 and above","New","2013-01-31","146","1","150","15","1","0","150","150"
13496,"AW00024495","Kellie Ortega","71","50 and above","New","2014-01-14","135","1","225","30","2","0","225","225"
13497,"AW00024496","Katelyn Mitchell","41","40-49","VIP","2013-06-04","142","2","65235","45","3","18","32617","3624.1666666666666667"
13498,"AW00024497","Abigail James","41","40-49","New","2013-02-04","146","1","1080","45","3","0","1080","1080"
13499,"AW00024498","Angela Washington","41","40-49","New","2013-06-10","142","1","36105","60","4","0","36105","36105"
13500,"AW00024499","Olivia Lewis","41","40-49","New","2013-05-21","143","1","495","15","1","0","495","495"
13501,"AW00024500","Seth Johnson","41","40-49","New","2013-06-12","142","1","1080","45","3","0","1080","1080"
13502,"AW00024501","Victoria Garcia","40","40-49","New","2011-12-27","160","1","53670","15","1","0","53670","53670"
13503,"AW00024502","Deb Price","79","50 and above","New","2013-07-17","141","2","54330","60","4","7","27165","7761.4285714285714286"
13504,"AW00024503","Laura Ma","72","50 and above","New","2013-07-30","141","2","54255","45","3","7","27127","7750.7142857142857143"
13505,"AW00024504","Eddie Navarro","78","50 and above","New","2013-07-11","141","2","53445","30","2","6","26722","8907.5000000000000000"
13506,"AW00024505","Clifford Gonzalez","70","50 and above","New","2013-07-12","141","2","49530","30","2","6","24765","8255.0000000000000000"
13507,"AW00024506","Jaime Mu├▒oz","76","50 and above","New","2013-07-19","141","2","53445","30","2","7","26722","7635.0000000000000000"
13508,"AW00024507","Madison Garcia","43","40-49","New","2013-09-14","139","1","495","15","1","0","495","495"
13509,"AW00024508","Alex Phillips","43","40-49","New","2013-10-16","138","1","1830","60","4","0","1830","1830"
13510,"AW00024509","Emma Long","42","40-49","New","2013-11-07","137","1","525","30","2","0","525","525"
13511,"AW00024510","Christian Martinez","43","40-49","New","2013-10-03","138","1","915","45","3","0","915","915"
13512,"AW00024511","Logan Hall","43","40-49","New","2013-08-28","140","1","555","30","2","0","555","555"
13513,"AW00024512","Adrienne Jim├®nez","43","40-49","New","2013-07-13","141","1","495","15","1","0","495","495"
13514,"AW00024513","Alejandro Deng","43","40-49","New","2013-04-11","144","1","585","45","3","0","585","585"
13515,"AW00024514","Jesse Phillips","43","40-49","New","2013-07-18","141","1","555","30","2","0","555","555"
13516,"AW00024515","Ian Jones","43","40-49","New","2013-12-20","136","1","1080","45","3","0","1080","1080"
13517,"AW00024516","Rachel Moore","43","40-49","New","2013-02-08","146","1","585","45","3","0","585","585"
13518,"AW00024517","Brandon Harris","45","40-49","New","2013-12-29","136","1","1305","45","3","0","1305","1305"
13519,"AW00024518","Stephanie Allen","45","40-49","New","2013-07-07","141","1","555","30","2","0","555","555"
13520,"AW00024519","Carlos King","39","30-39","New","2013-10-06","138","1","585","45","3","0","585","585"
13521,"AW00024520","Joseph Wilson","46","40-49","New","2013-06-28","142","1","36930","45","3","0","36930","36930"
13522,"AW00024521","Jordyn Wood","47","40-49","New","2013-02-16","146","1","36285","30","2","0","36285","36285"
13523,"AW00024522","Alex Perez","45","40-49","New","2013-02-04","146","1","37245","45","3","0","37245","37245"
13524,"AW00024523","Mariah Coleman","51","50 and above","New","2013-02-07","146","1","37380","90","6","0","37380","37380"
13525,"AW00024524","Megan Lewis","45","40-49","New","2013-09-16","139","1","525","30","2","0","525","525"
13526,"AW00024525","James Nelson","51","50 and above","New","2013-03-11","145","1","105","30","2","0","105","105"
13527,"AW00024526","Julian Barnes","52","50 and above","New","2013-02-25","146","1","36285","30","2","0","36285","36285"
13528,"AW00024527","Gavin Coleman","52","50 and above","New","2013-02-27","146","1","36285","30","2","0","36285","36285"
13529,"AW00024528","Katherine Hernandez","51","50 and above","New","2013-02-04","146","1","36300","60","4","0","36300","36300"
13530,"AW00024529","Jillian Martinez","52","50 and above","New","2013-02-04","146","1","35970","45","3","0","35970","35970"
13531,"AW00024530","Franklin She","52","50 and above","New","2013-05-01","143","1","555","30","2","0","555","555"
13532,"AW00024531","Andres Xie","61","50 and above","New","2013-07-19","141","1","1020","30","2","0","1020","1020"
13533,"AW00024532","Phillip Perez","61","50 and above","New","2013-11-03","137","1","585","30","2","0","585","585"
13534,"AW00024533","Blake Long","55","50 and above","New","2013-12-30","136","1","480","30","2","0","480","480"
13535,"AW00024534","Alisha Luo","61","50 and above","New","2013-03-03","145","1","38010","60","4","0","38010","38010"
13536,"AW00024535","David Shepard","61","50 and above","New","2013-07-14","141","1","60","15","1","0","60","60"
13537,"AW00024536","Cynthia Perez","51","50 and above","New","2013-06-01","142","1","8805","30","2","0","8805","8805"
13538,"AW00024537","Cynthia Saunders","62","50 and above","New","2013-03-01","145","1","37665","60","4","0","37665","37665"
13539,"AW00024538","Latasha Diaz","57","50 and above","New","2013-11-26","137","1","60","15","1","0","60","60"
13540,"AW00024539","Colin Zheng","63","50 and above","New","2013-04-21","144","1","585","30","2","0","585","585"
13541,"AW00024540","Janet Martin","57","50 and above","New","2013-06-09","142","1","1050","45","3","0","1050","1050"
13542,"AW00024541","Janet Sheperdigian","47","40-49","New","2013-12-18","136","1","555","45","3","0","555","555"
13543,"AW00024542","Arturo Liang","58","50 and above","New","2013-12-03","136","1","1860","30","2","0","1860","1860"
13544,"AW00024543","Arthur Moreno","64","50 and above","New","2013-06-23","142","1","810","30","2","0","810","810"
13545,"AW00024544","Kellie Romero","64","50 and above","New","2013-03-08","145","1","90","30","2","0","90","90"
13546,"AW00024545","Douglas Raman","64","50 and above","New","2013-09-26","139","1","1050","45","3","0","1050","1050"
13547,"AW00024546","Adam Hughes","54","50 and above","New","2013-04-15","144","1","555","45","3","0","555","555"
13548,"AW00024547","Dana Gomez","75","50 and above","New","2013-06-24","142","1","585","30","2","0","585","585"
13549,"AW00024548","Crystal Liu","75","50 and above","New","2013-05-19","143","1","585","30","2","0","585","585"
13550,"AW00024549","Darryl Li","69","50 and above","New","2013-04-25","144","1","37725","60","4","0","37725","37725"
13551,"AW00024550","Randy Ma","75","50 and above","New","2013-02-04","146","1","555","45","3","0","555","555"
13552,"AW00024551","Molly Malhotra","74","50 and above","New","2013-02-25","146","1","2130","75","5","0","2130","2130"
13553,"AW00024552","Ross Carlson","74","50 and above","New","2013-12-03","136","1","585","30","2","0","585","585"
13554,"AW00024553","Michele Ashe","74","50 and above","New","2013-12-23","136","1","60","15","1","0","60","60"
13555,"AW00024554","Deanna Fernandez","74","50 and above","New","2013-08-12","140","1","1050","45","3","0","1050","1050"
13556,"AW00024555","Lacey Chande","74","50 and above","New","2013-08-11","140","1","885","75","5","0","885","885"
13557,"AW00024556","Claudia Yang","72","50 and above","New","2013-06-23","142","1","90","30","2","0","90","90"
13558,"AW00024557","Franklin Lin","68","50 and above","New","2013-05-29","143","1","1050","45","3","0","1050","1050"
13559,"AW00024558","Savannah Brooks","65","50 and above","New","2013-04-28","144","1","37305","45","3","0","37305","37305"
13560,"AW00024559","Adrienne Suarez","66","50 and above","New","2013-09-30","139","1","90","30","2","0","90","90"
13561,"AW00024560","Veronica Fernandez","65","50 and above","New","2013-12-20","136","1","36075","45","3","0","36075","36075"
13562,"AW00024561","Megan Sherman","64","50 and above","New","2013-02-07","146","1","60","15","1","0","60","60"
13563,"AW00024562","Ricky Rubio","65","50 and above","New","2013-10-03","138","1","60","15","1","0","60","60"
13564,"AW00024563","Adriana Rodriguez","65","50 and above","New","2013-07-26","141","1","90","30","2","0","90","90"
13565,"AW00024564","Johnny Andersen","60","50 and above","New","2013-10-02","138","1","585","30","2","0","585","585"
13566,"AW00024565","Theodore Navarro","61","50 and above","New","2013-07-16","141","1","8625","30","2","0","8625","8625"
13567,"AW00024566","Kara Nara","62","50 and above","New","2013-11-21","137","1","75","15","1","0","75","75"
13568,"AW00024567","Alison Deng","68","50 and above","New","2013-03-20","145","1","90","30","2","0","90","90"
13569,"AW00024568","Jose Mitchell","68","50 and above","New","2013-07-10","141","1","210","30","2","0","210","210"
13570,"AW00024569","Bob Gonzalez","63","50 and above","New","2013-05-28","143","1","37200","45","3","0","37200","37200"
13571,"AW00024570","Karen Guo","69","50 and above","New","2013-11-24","137","1","885","30","2","0","885","885"
13572,"AW00024571","Roberto Navarro","58","50 and above","New","2013-12-28","136","1","405","45","3","0","405","405"
13573,"AW00024572","Carolyn Martinez","63","50 and above","New","2013-04-16","144","1","60","15","1","0","60","60"
13574,"AW00024573","Colin Rai","63","50 and above","New","2013-05-20","143","1","38445","30","2","0","38445","38445"
13575,"AW00024574","Alison Yuan","70","50 and above","New","2013-08-07","140","1","1485","60","4","0","1485","1485"
13576,"AW00024575","Arturo Zhu","65","50 and above","New","2013-12-09","136","1","75","15","1","0","75","75"
13577,"AW00024576","Jake Hu","70","50 and above","New","2013-07-11","141","1","1350","45","3","0","1350","1350"
13578,"AW00024577","Gilbert Lal","71","50 and above","New","2013-05-21","143","1","37305","45","3","0","37305","37305"
13579,"AW00024578","Meredith Lopez","67","50 and above","New","2013-11-06","137","1","405","45","3","0","405","405"
13580,"AW00024579","Trevor Alexander","72","50 and above","New","2013-12-16","136","1","585","30","2","0","585","585"
13581,"AW00024580","Wesley Zhao","66","50 and above","New","2013-08-23","140","1","8955","45","3","0","8955","8955"
13582,"AW00024581","Reginald Diaz","72","50 and above","New","2013-10-28","138","1","600","30","2","0","600","600"
13583,"AW00024582","Marie Sai","66","50 and above","New","2013-06-12","142","1","36990","60","4","0","36990","36990"
13584,"AW00024583","Roy Chandra","72","50 and above","New","2013-06-16","142","1","37305","45","3","0","37305","37305"
13585,"AW00024584","Ronnie Liang","44","40-49","New","2013-06-06","142","1","450","30","2","0","450","450"
13586,"AW00024585","Harold Patel","44","40-49","New","2013-07-02","141","2","50490","75","5","6","25245","8415.0000000000000000"
13587,"AW00024586","Jerry Luo","44","40-49","VIP","2013-12-27","136","2","62160","30","2","12","31080","5180.0000000000000000"
13588,"AW00024587","Suzanne Sun","44","40-49","New","2013-12-14","136","2","58245","30","2","11","29122","5295.0000000000000000"
13589,"AW00024588","Kathryn Becker","43","40-49","New","2013-07-20","141","1","210","30","2","0","210","210"
13590,"AW00024589","Laura Zhao","44","40-49","New","2013-03-20","145","1","1035","45","3","0","1035","1035"
13591,"AW00024590","Diana Alonso","45","40-49","VIP","2013-12-23","136","2","58680","60","4","12","29340","4890.0000000000000000"
13592,"AW00024591","Derek Pal","45","40-49","New","2013-08-05","140","1","885","30","2","0","885","885"
13593,"AW00024592","Jay Martinez","44","40-49","New","2013-12-07","136","2","58455","60","4","11","29227","5314.0909090909090909"
13594,"AW00024593","Destiny Watson","45","40-49","New","2014-01-19","135","1","75","15","1","0","75","75"
13595,"AW00024594","Franklin Yuan","45","40-49","New","2013-02-27","146","1","600","30","2","0","600","600"
13596,"AW00024595","Kelvin Wu","46","40-49","New","2013-04-04","144","1","930","45","3","0","930","930"
13597,"AW00024596","Heather Zhao","46","40-49","VIP","2013-12-13","136","2","62520","45","3","12","31260","5210.0000000000000000"
13598,"AW00024597","Lee Dominguez","45","40-49","VIP","2013-12-11","136","2","60150","105","7","12","30075","5012.5000000000000000"
13599,"AW00024598","Irma Sherwood","39","30-39","VIP","2013-12-09","136","2","63420","75","5","12","31710","5285.0000000000000000"
13600,"AW00024599","Virginia Garcia","39","30-39","New","2013-08-13","140","1","405","30","2","0","405","405"
13601,"AW00024600","Lisa Li","41","40-49","New","2013-09-30","139","1","75","15","1","0","75","75"
13602,"AW00024601","Natasha Munoz","41","40-49","VIP","2013-12-19","136","2","58245","30","2","12","29122","4853.7500000000000000"
13603,"AW00024602","Preston Garcia","46","40-49","New","2013-12-19","136","2","58245","30","2","11","29122","5295.0000000000000000"
13604,"AW00024603","Jake Zhu","46","40-49","New","2013-10-16","138","1","600","30","2","0","600","600"
13605,"AW00024604","Melvin Rai","47","40-49","New","2012-12-30","148","2","55215","90","6","0","27607","55215"
13606,"AW00024605","Roger Wang","47","40-49","New","2013-01-20","147","2","54405","75","5","1","27202","54405.000000000000"
13607,"AW00024606","Cassie Nath","41","40-49","New","2013-01-13","147","2","32325","45","3","11","16162","2938.6363636363636364"
13608,"AW00024607","Kristine Ruiz","43","40-49","New","2013-09-05","139","1","75","15","1","0","75","75"
13609,"AW00024608","Katrina Nara","41","40-49","VIP","2013-02-18","146","2","31800","30","2","13","15900","2446.1538461538461538"
13610,"AW00024609","Jenny Zhang","47","40-49","New","2013-02-03","146","2","31800","30","2","11","15900","2890.9090909090909091"
13611,"AW00024610","Troy Kapoor","46","40-49","New","2013-09-10","139","1","600","30","2","0","600","600"
13612,"AW00024611","Pedro Suarez","42","40-49","New","2013-01-29","147","2","33285","60","4","11","16642","3025.9090909090909091"
13613,"AW00024612","Devon Chander","49","40-49","New","2013-02-16","146","2","32265","75","5","11","16132","2933.1818181818181818"
13614,"AW00024613","Stacy Serrano","49","40-49","New","2013-02-03","146","2","32205","60","4","10","16102","3220.5000000000000000"
13615,"AW00024614","Lindsey Raje","49","40-49","New","2013-02-16","146","2","31800","30","2","10","15900","3180.0000000000000000"
13616,"AW00024615","Dwayne Ortega","48","40-49","New","2013-03-07","145","2","32325","45","3","11","16162","2938.6363636363636364"
13617,"AW00024616","Zoe Cook","70","50 and above","New","2013-08-08","140","1","1080","45","3","0","1080","1080"
13618,"AW00024617","Kelsey She","71","50 and above","New","2013-05-03","143","1","525","30","2","0","525","525"
13619,"AW00024618","Brett Gonzalez","65","50 and above","New","2013-06-13","142","1","495","15","1","0","495","495"
13620,"AW00024619","Shelby Kelly","71","50 and above","New","2013-03-14","145","1","495","15","1","0","495","495"
13621,"AW00024620","Olivia Morgan","71","50 and above","New","2013-10-27","138","1","2940","45","3","0","2940","2940"
13622,"AW00024621","Chad Shan","77","50 and above","New","2013-05-22","143","1","195","30","2","0","195","195"
13623,"AW00024622","Blake Hall","82","50 and above","New","2013-05-23","143","1","1440","60","4","0","1440","1440"
13624,"AW00024623","Beth Torres","81","50 and above","New","2014-01-13","135","1","495","15","1","0","495","495"
13625,"AW00024624","Allison Murphy","81","50 and above","New","2013-07-13","141","1","585","45","3","0","585","585"
13626,"AW00024625","Yolanda Nath","81","50 and above","New","2013-10-04","138","1","210","30","2","0","210","210"
13627,"AW00024626","Seth Bryant","81","50 and above","New","2013-08-16","140","1","585","45","3","0","585","585"
13628,"AW00024627","Eric Edwards","80","50 and above","New","2013-07-14","141","1","1035","30","2","0","1035","1035"
13629,"AW00024628","David Walker","80","50 and above","New","2013-11-12","137","1","495","15","1","0","495","495"
13630,"AW00024629","Seth Perry","80","50 and above","New","2013-05-02","143","1","1515","45","3","0","1515","1515"
13631,"AW00024630","Brianna Howard","80","50 and above","New","2013-05-29","143","1","75","15","1","0","75","75"
13632,"AW00024631","Hannah Powell","80","50 and above","New","2013-11-19","137","1","2190","75","5","0","2190","2190"
13633,"AW00024632","Catherine James","79","50 and above","New","2013-06-28","142","1","37245","75","5","0","37245","37245"
13634,"AW00024633","Xavier Cook","79","50 and above","New","2013-06-04","142","1","36705","45","3","0","36705","36705"
13635,"AW00024634","Crystal He","79","50 and above","New","2013-10-10","138","1","1965","75","5","0","1965","1965"
13636,"AW00024635","Gabrielle Rogers","79","50 and above","New","2014-01-25","135","1","1080","45","3","0","1080","1080"
13637,"AW00024636","Anna Ward","79","50 and above","New","2013-11-19","137","1","495","15","1","0","495","495"
13638,"AW00024637","Nathan Flores","77","50 and above","New","2013-11-09","137","1","210","30","2","0","210","210"
13639,"AW00024638","Julia Lopez","72","50 and above","New","2013-11-04","137","1","855","30","2","0","855","855"
13640,"AW00024639","Ian Moore","77","50 and above","New","2013-12-01","136","1","600","30","2","0","600","600"
13641,"AW00024640","Lisa Yang","78","50 and above","New","2013-06-18","142","1","36285","30","2","0","36285","36285"
13642,"AW00024641","Sarah Powell","70","50 and above","New","2013-06-04","142","1","35760","15","1","0","35760","35760"
13643,"AW00024642","Edward Russell","75","50 and above","New","2013-08-29","140","1","585","45","3","0","585","585"
13644,"AW00024643","Jada Campbell","76","50 and above","New","2013-07-07","141","1","525","30","2","0","525","525"
13645,"AW00024644","Samuel Johnston","75","50 and above","New","2013-05-31","142","1","35895","30","2","0","35895","35895"
13646,"AW00024645","Bryce Murphy","71","50 and above","New","2013-06-26","142","1","36570","30","2","0","36570","36570"
13647,"AW00024646","Juan Murphy","75","50 and above","New","2011-12-21","160","1","53670","15","1","0","53670","53670"
13648,"AW00024647","Jose Simmons","75","50 and above","New","2013-11-01","137","1","600","30","2","0","600","600"
13649,"AW00024648","Amanda King","69","50 and above","New","2013-05-16","143","1","11865","60","4","0","11865","11865"
13650,"AW00024649","Aaron Washington","67","50 and above","New","2013-06-04","142","1","75","15","1","0","75","75"
13651,"AW00024650","Julia Baker","74","50 and above","New","2013-09-03","139","1","555","30","2","0","555","555"
13652,"AW00024651","Dakota Alexander","74","50 and above","New","2013-06-06","142","1","1080","45","3","0","1080","1080"
13653,"AW00024652","Luke Butler","74","50 and above","New","2013-02-01","146","1","1380","45","3","0","1380","1380"
13654,"AW00024653","Victoria Barnes","73","50 and above","New","2013-07-29","141","1","35895","30","2","0","35895","35895"
13655,"AW00024654","Paige Simmons","73","50 and above","New","2013-07-10","141","1","36795","60","4","0","36795","36795"
13656,"AW00024655","Taylor Sanders","72","50 and above","New","2013-09-20","139","1","495","15","1","0","495","495"
13657,"AW00024656","Julia Moore","73","50 and above","New","2013-05-20","143","1","525","30","2","0","525","525"
13658,"AW00024657","Alyssa Brooks","72","50 and above","New","2013-11-27","137","1","1515","45","3","0","1515","1515"
13659,"AW00024658","Jenna Perez","55","50 and above","New","2013-05-22","143","1","585","45","3","0","585","585"
13660,"AW00024659","Kaitlyn Hill","72","50 and above","New","2013-09-27","139","1","225","45","3","0","225","225"
13661,"AW00024660","Anna Perry","71","50 and above","New","2013-02-01","146","1","36285","30","2","0","36285","36285"
13662,"AW00024661","Madison Jones","72","50 and above","VIP","2013-01-25","147","2","62730","45","3","13","31365","4825.3846153846153846"
13663,"AW00024662","Arianna Price","72","50 and above","New","2013-02-13","146","1","37395","60","4","0","37395","37395"
13664,"AW00024663","Ebony Fernandez","71","50 and above","New","2014-01-05","135","1","885","30","2","0","885","885"
13665,"AW00024664","Ian Washington","54","50 and above","VIP","2013-08-19","140","2","65520","90","6","19","32760","3448.4210526315789474"
13666,"AW00024665","Angela Morgan","71","50 and above","New","2013-07-31","140","1","1650","45","3","0","1650","1650"
13667,"AW00024666","Hannah Martinez","71","50 and above","VIP","2013-11-17","137","2","65550","45","3","23","32775","2850.0000000000000000"
13668,"AW00024667","Chloe Diaz","71","50 and above","New","2014-01-08","135","1","555","30","2","0","555","555"
13669,"AW00024668","Katrina Xu","71","50 and above","New","2013-07-30","141","1","37095","60","4","0","37095","37095"
13670,"AW00024669","Xavier Parker","71","50 and above","New","2013-02-05","146","1","36285","30","2","0","36285","36285"
13671,"AW00024670","Alexandria Ross","71","50 and above","New","2013-03-26","145","1","36285","30","2","0","36285","36285"
13672,"AW00024671","Christian Perry","64","50 and above","VIP","2013-12-11","136","2","65310","60","4","23","32655","2839.5652173913043478"
13673,"AW00024672","Jeremy Cook","70","50 and above","New","2014-01-27","135","1","1080","45","3","0","1080","1080"
13674,"AW00024673","Paige Cox","58","50 and above","New","2013-03-27","145","1","36420","45","3","0","36420","36420"
13675,"AW00024674","Dylan Kumar","70","50 and above","New","2013-03-07","145","1","35760","15","1","0","35760","35760"
13676,"AW00024675","Jackson Nelson","70","50 and above","New","2013-03-04","145","1","36285","30","2","0","36285","36285"
13677,"AW00024676","Jeremy Roberts","69","50 and above","New","2013-07-06","141","1","36930","60","4","0","36930","36930"
13678,"AW00024677","Blake Lee","64","50 and above","New","2013-05-14","143","1","495","15","1","0","495","495"
13679,"AW00024678","Nathan Long","58","50 and above","New","2013-08-12","140","1","1515","45","3","0","1515","1515"
13680,"AW00024679","Wyatt Hernandez","69","50 and above","New","2013-11-17","137","1","1080","45","3","0","1080","1080"
13681,"AW00024680","Thomas Flores","69","50 and above","New","2013-03-21","145","1","36270","45","3","0","36270","36270"
13682,"AW00024681","Arianna Murphy","69","50 and above","New","2013-03-06","145","1","36795","60","4","0","36795","36795"
13683,"AW00024682","Faith Rogers","67","50 and above","New","2013-10-24","138","1","900","30","2","0","900","900"
13684,"AW00024683","Shannon Alonso","62","50 and above","New","2013-07-06","141","1","35895","30","2","0","35895","35895"
13685,"AW00024684","Charles Martin","68","50 and above","New","2013-07-01","141","1","35895","30","2","0","35895","35895"
13686,"AW00024685","Jordan Kumar","68","50 and above","New","2013-07-23","141","1","35895","30","2","0","35895","35895"
13687,"AW00024686","Melissa Murphy","67","50 and above","New","2014-01-23","135","1","585","45","3","0","585","585"
13688,"AW00024687","Joan Ross","67","50 and above","New","2013-06-09","142","1","1380","45","3","0","1380","1380"
13689,"AW00024688","Ashley Long","61","50 and above","New","2013-08-27","140","1","35895","30","2","0","35895","35895"
13690,"AW00024689","Sandra Ye","45","40-49","New","2013-10-22","138","1","17325","30","2","0","17325","17325"
13691,"AW00024690","Christian Long","39","30-39","New","2013-10-23","138","1","9135","75","5","0","9135","9135"
13692,"AW00024691","Meredith Carlson","39","30-39","New","2013-05-27","143","1","60","15","1","0","60","60"
13693,"AW00024692","Laura He","39","30-39","New","2013-12-20","136","1","585","30","2","0","585","585"
13694,"AW00024693","Alexandra Rogers","40","40-49","New","2013-04-12","144","1","105","30","2","0","105","105"
13695,"AW00024694","Theodore Carlson","41","40-49","New","2013-05-08","143","1","870","30","2","0","870","870"
13696,"AW00024695","Omar Zhou","40","40-49","New","2013-03-10","145","1","2490","45","3","0","2490","2490"
13697,"AW00024696","Tasha Xie","41","40-49","New","2013-09-01","139","1","345","30","2","0","345","345"
13698,"AW00024697","Manuel Rodriguez","44","40-49","New","2013-10-08","138","1","17550","30","2","0","17550","17550"
13699,"AW00024698","Blake Carter","46","40-49","New","2013-10-04","138","1","8625","30","2","0","8625","8625"
13700,"AW00024699","Rebekah Rubio","47","40-49","New","2013-12-10","136","1","435","30","2","0","435","435"
13701,"AW00024700","Gary Alvarez","46","40-49","New","2013-10-02","138","1","36780","60","4","0","36780","36780"
13702,"AW00024701","Marco Fernandez","41","40-49","New","2013-08-19","140","1","26175","45","3","0","26175","26175"
13703,"AW00024702","Kari Ramos","46","40-49","New","2013-11-02","137","1","17610","30","2","0","17610","17610"
13704,"AW00024703","Jonathan White","47","40-49","New","2013-04-04","144","1","75","15","1","0","75","75"
13705,"AW00024704","Allen Schmidt","42","40-49","New","2014-01-28","135","1","315","15","1","0","315","315"
13706,"AW00024705","Daniel Shimshoni","47","40-49","New","2013-10-18","138","1","17325","30","2","0","17325","17325"
13707,"AW00024706","Virginia Rana","47","40-49","New","2013-10-25","138","1","8670","60","4","0","8670","8670"
13708,"AW00024707","Shaun Pal","47","40-49","New","2013-10-21","138","1","35895","30","2","0","35895","35895"
13709,"AW00024708","Corey Chander","41","40-49","New","2013-11-17","137","1","36285","30","2","0","36285","36285"
13710,"AW00024709","Nancy Prasad","41","40-49","New","2013-08-29","140","1","26040","30","2","0","26040","26040"
13711,"AW00024710","Brandy Malhotra","41","40-49","New","2013-03-13","145","1","25980","60","4","0","25980","25980"
13712,"AW00024711","Rebekah Hernandez","47","40-49","New","2013-03-13","145","1","26265","30","2","0","26265","26265"
13713,"AW00024712","Carly Kumar","47","40-49","New","2013-11-02","137","1","16800","15","1","0","16800","16800"
13714,"AW00024713","Jeremy Brooks","103","50 and above","New","2013-02-27","146","1","105","30","2","0","105","105"
13715,"AW00024714","Whitney Rodriguez","42","40-49","New","2014-01-20","135","1","1020","45","3","0","1020","1020"
13716,"AW00024715","Kelli Nath","48","40-49","New","2013-10-05","138","1","435","30","2","0","435","435"
13717,"AW00024716","Colin Liu","48","40-49","New","2013-09-29","139","1","8430","60","4","0","8430","8430"
13718,"AW00024717","Damien Anand","48","40-49","New","2013-10-26","138","1","8100","15","1","0","8100","8100"
13719,"AW00024718","Terrence Black","42","40-49","New","2013-04-07","144","1","26265","30","2","0","26265","26265"
13720,"AW00024719","Susan Zheng","48","40-49","New","2013-10-20","138","1","1035","45","3","0","1035","1035"
13721,"AW00024720","Deanna Alvarez","42","40-49","New","2013-06-04","142","1","225","45","3","0","225","225"
13722,"AW00024721","Mandy Zheng","47","40-49","New","2013-09-19","139","1","1350","45","3","0","1350","1350"
